=,0.6,nM,Ki,9.22,,0,CHEMBL657153,B,Inhibitory activity against human recombinant carbonic anhydrase II (CA2),Cn1nc(S(N)(=O)=O)s/c1=N\S(=O)(=O)c1ccc(N)cc1,CHEMBL331083
=,0.6,nM,Ki,9.22,,0,CHEMBL657194,B,Inhibition of human recombinant carbonic anhydrase II (CA2),NS(=O)(=O)c1nc2ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2s1,CHEMBL140792
=,0.6,nM,Ki,9.22,,0,CHEMBL657194,B,Inhibition of human recombinant carbonic anhydrase II (CA2),NS(=O)(=O)c1nc2ccc(OC(=O)c3c(F)c(F)c(F)c(F)c3F)cc2s1,CHEMBL140095
=,0.6,nM,Ki,9.22,,0,CHEMBL657194,B,Inhibition of human recombinant carbonic anhydrase II (CA2),NS(=O)(=O)c1nc2ccc(OCCOS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2s1,CHEMBL342026
=,0.6,nM,Ki,9.22,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1nc2ccc(OC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)Oc3ccc4nc(S(N)(=O)=O)sc4c3)CC(=O)O)CC(=O)O)cc2s1,CHEMBL408856
=,0.6,nM,Ki,9.22,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1nc2ccc(OC(=O)CN(CCOCCOCCN(CC(=O)O)CC(=O)Oc3ccc4nc(S(N)(=O)=O)sc4c3)CC(=O)O)cc2s1,CHEMBL33478
=,0.6,nM,Ki,9.22,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1nc2ccc(OCCOC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)cc2s1,CHEMBL34852
=,0.6,nM,Ki,9.22,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1nc2ccc(OCCOC(=O)CN(CCOCCOCCN(CC(=O)O)CC(=O)OCCOc3ccc4nc(S(N)(=O)=O)sc4c3)CC(=O)O)cc2s1,CHEMBL35186
=,0.6,nM,Ki,9.22,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1nnc(NC(=O)CCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCCC(=O)Nc2nnc(S(N)(=O)=O)s2)CC(=O)O)CC(=O)O)s1,CHEMBL285516
=,0.6,nM,Ki,9.22,,0,CHEMBL658043,B,Inhibitory activity against human recombinant carbonic anhydrase II (CA2),C[C@H](CCC(=O)Nc1ccc2nc(S(N)(=O)=O)sc2c1)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL3138144
=,0.6,nM,Ki,9.22,,0,CHEMBL658043,B,Inhibitory activity against human recombinant carbonic anhydrase II (CA2),C[C@H](CCC(=O)OCCOc1ccc2nc(S(N)(=O)=O)sc2c1)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL3137811
=,0.6,nM,Ki,9.22,,0,CHEMBL658043,B,Inhibitory activity against human recombinant carbonic anhydrase II (CA2),C[C@H](CCC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,CHEMBL3137780
=,0.6,nM,Ki,9.22,,0,CHEMBL828781,B,Binding affinity towards human cloned carbonic anhydrase II,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(N/C(S)=N/C(O)C(O)c3ccc([N+](=O)[O-])cc3)cc2)s1,CHEMBL185170
=,0.6,nM,Ki,9.22,,0,CHEMBL828781,B,Binding affinity towards human cloned carbonic anhydrase II,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(N/C(S)=N/Nc3c(F)c(F)c(F)c(F)c3F)cc2)s1,CHEMBL445650
=,0.61,nM,Ki,9.21,,0,CHEMBL3767105,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay,COc1ccc2c(=O)n(-c3ccc(S(N)(=O)=O)cc3)c(S)nc2c1OC,CHEMBL3765532
=,0.61,nM,Ki,9.21,,0,CHEMBL4035710,B,Competitive inhibition of carbonic anhydrase-2 in human erythrocyte membranes assessed as reduction in H+ release using CO2 as substrate by Lineweaver-Burk plot analysis,O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2cccc(Cl)c2)o1,CHEMBL4064130
=,0.62,nM,Ki,9.21,,0,CHEMBL3811428,B,Inhibition of human recombinant CA2 preincubated for 15 mins prior to testing by stopped flow CO2 hydrase assay,NS(=O)(=O)c1ccc(Nc2nc(Nc3ccc(C(=O)O)cc3)cs2)cc1,CHEMBL3808746
=,0.62,nM,Ki,9.21,,0,CHEMBL3830276,B,Inhibition of human CA2 preincubated for 15 mins by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(CCn2c(=S)[nH]c3ccccc3c2=O)cc1,CHEMBL1433252
=,0.63,nM,Ki,9.2,,0,CHEMBL4047055,B,Inhibition of human recombinant carbonic anhydrase-2 preincubated for 10 mins by stopped-flow CO2 hydration assay,NS(=O)(=O)c1ccc(NC(=O)/C=C/c2cccc(F)c2)cc1,CHEMBL4100697
=,0.631,nM,Ki,9.2,,0,CHEMBL2329241,B,Inhibition of human recombinant carbonic anhydrase 2 by dansylamide (DNSA) competition assay,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)Nc1nnc(S(N)(=O)=O)s1,CHEMBL2325977
=,0.635,nM,Ki,9.2,,0,CHEMBL659851,B,Dissociation constant was reported against Carbonic anhydrase II,CC(C)CN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21,CHEMBL417975
=,0.64,nM,Ki,9.19,,0,CHEMBL4035710,B,Competitive inhibition of carbonic anhydrase-2 in human erythrocyte membranes assessed as reduction in H+ release using CO2 as substrate by Lineweaver-Burk plot analysis,O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccccc2Cl)o1,CHEMBL4105008
=,0.66,nM,Ki,9.18,,0,CHEMBL4035710,B,Competitive inhibition of carbonic anhydrase-2 in human erythrocyte membranes assessed as reduction in H+ release using CO2 as substrate by Lineweaver-Burk plot analysis,O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccc(Cl)cc2Cl)o1,CHEMBL4097972
=,0.66,nM,Ki,9.18,,0,CHEMBL4035711,B,Non-competitive inhibition of carbonic anhydrase-2 in human erythrocyte membranes assessed as reduction in H+ release using CO2 as substrate by Lineweaver-Burk plot analysis,O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1,CHEMBL4072122
=,0.6722,nM,Ki,9.17,,0,CHEMBL3588577,B,Inhibition of esterase activity of carbonic anhydrase 2 in human erythrocytes using PNF as substrate by spectrophotometer analysis,COc1ccc(C(C)NS(N)(=O)=O)cc1,CHEMBL3585781
=,0.68,nM,Ki,9.17,,0,CHEMBL3766368,B,Inhibition of human carbonic anhydrase 2 incubated for 15 mins prior to testing by CO2 hydration-based stopped flow assay,NS(=O)(=O)c1ccc(-c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)cc1,CHEMBL3765197
=,0.69,nM,Ki,9.16,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,COc1ccc(CC(=O)Nc2ccc(S(N)(=O)=O)cc2Br)cc1,CHEMBL2402754
=,0.69,nM,Ki,9.16,,0,CHEMBL3766368,B,Inhibition of human carbonic anhydrase 2 incubated for 15 mins prior to testing by CO2 hydration-based stopped flow assay,NS(=O)(=O)c1ccc(-c2ccc3ccccc3c2)cc1,CHEMBL3763914
=,0.69,nM,Ki,9.16,,0,CHEMBL3830276,B,Inhibition of human CA2 preincubated for 15 mins by stopped flow CO2 hydration assay,COc1ccc2c(=O)n(CCc3ccc(S(N)(=O)=O)cc3)c(S)nc2c1,CHEMBL3828241
=,0.69,nM,Ki,9.16,,0,CHEMBL4010242,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(NC(=O)NCCN2CCN(c3ccc(F)cc3)CC2)cc1,CHEMBL4072947
=,0.69,nM,Ki,9.16,,0,CHEMBL658943,B,The equilibrium dissociation constant of the inhibitor-enzyme complex of human Carbonic anhydrase II,CCNC1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,CHEMBL545239
=,0.7,nM,Ki,9.15,,0,CHEMBL1041188,B,Inhibition of human cytosolic carbonic anhydrase 2,CCCCCCCCCCOS(N)(=O)=O,CHEMBL153094
=,0.7,nM,Ki,9.15,,0,CHEMBL2027661,B,Inhibition of human CA2 pre-incubated for 15 mins by stopped-flow CO2 hydration method,S=C([S-])NCc1ccccc1.[Na+],CHEMBL2023168
=,0.7,nM,Ki,9.15,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,NS(=O)(=O)c1nnc(NC(=O)Cc2ccc(Cl)cc2)s1,CHEMBL2402762
=,0.7,nM,Ki,9.15,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,NS(=O)(=O)c1nnc(NC(=O)Cc2ccccc2Br)s1,CHEMBL2402763
=,0.7,nM,Ki,9.15,,0,CHEMBL3766368,B,Inhibition of human carbonic anhydrase 2 incubated for 15 mins prior to testing by CO2 hydration-based stopped flow assay,NS(=O)(=O)c1ccc(-c2cc3ccccc3o2)cc1,CHEMBL3763167
=,0.7,nM,Ki,9.15,,0,CHEMBL4035966,B,Inhibition of recombinant human carbonic anhydrase-2 assessed as reduction in CO2 hydration preincubated for 15 mins followed by CO2 addition measured for 10 to 100 secs by stopped-flow assay,NS(=O)(=O)c1ccc(NC(=[Se])NC(=O)c2cc(Br)cc(OC(F)(F)F)c2)cc1,CHEMBL4093916
=,0.7,nM,Ki,9.15,,0,CHEMBL657145,B,Inhibition constant (Ki) against human cloned carbonic anhydrase II (CAH),Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1Br,CHEMBL70524
=,0.7,nM,Ki,9.15,,0,CHEMBL657154,B,Inhibitory activity against human carbonic anhydrase II,NS(=O)(=O)c1nnc(NS(=O)(=O)c2c(F)c(F)cc(F)c2F)s1,CHEMBL307939
=,0.7,nM,Ki,9.15,,0,CHEMBL657194,B,Inhibition of human recombinant carbonic anhydrase II (CA2),NS(=O)(=O)c1nc2ccc(OCCOC(=O)c3c(F)c(F)c(F)c(F)c3F)cc2s1,CHEMBL140616
=,0.7,nM,Ki,9.15,,0,CHEMBL657194,B,Inhibition of human recombinant carbonic anhydrase II (CA2),NS(=O)(=O)c1nc2ccc(OCCOS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2s1,CHEMBL140481
=,0.7,nM,Ki,9.15,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,Cn1nc(S(N)(=O)=O)s/c1=N/C(=O)CN(CCN(CC(=O)O)CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C)CC(=O)O.[Zn],CHEMBL1795060
=,0.7,nM,Ki,9.15,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1nnc(NC(=O)CN(CCOCCOCCN(CC(=O)O)CC(=O)Nc2nnc(S(N)(=O)=O)s2)CC(=O)O)s1.[Zn],CHEMBL1795064
=,0.7,nM,Ki,9.15,,0,CHEMBL658043,B,Inhibitory activity against human recombinant carbonic anhydrase II (CA2),C[C@H](CCC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL3138173
=,0.7,nM,Ki,9.15,,0,CHEMBL658047,B,Tested for ability to compete with dansylamide for binding to human erythrocyte carbonic-anhydrase-II (HCA-II),CC(C)CN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21,CHEMBL417975
=,0.7,nM,Ki,9.15,,0,CHEMBL658943,B,The equilibrium dissociation constant of the inhibitor-enzyme complex of human Carbonic anhydrase II,CC(C)CN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,CHEMBL1204135
=,0.7,nM,Ki,9.15,,0,CHEMBL828781,B,Binding affinity towards human cloned carbonic anhydrase II,CN1CCN(/N=C(\S)Nc2ccc(S(=O)(=O)Nc3nnc(S(N)(=O)=O)s3)cc2)CC1,CHEMBL363931
=,0.71,nM,Ki,9.15,,0,CHEMBL3830276,B,Inhibition of human CA2 preincubated for 15 mins by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(CCn2c(S)nc3ccc(I)cc3c2=O)cc1,CHEMBL3828520
=,0.72,nM,Ki,9.14,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,NS(=O)(=O)c1ccc(CCNC(=O)Cc2ccccc2Br)cc1,CHEMBL2402760
=,0.74,nM,Ki,9.13,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,COc1ccc(CC(=O)Nc2ccc(S(N)(=O)=O)cc2Cl)cc1,CHEMBL2402776
=,0.75,nM,Ki,9.12,,0,CHEMBL3610543,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration method,NS(=O)(=O)c1ccc(NC(=O)N2CCN(c3ccccn3)CC2)cc1,CHEMBL3609478
=,0.76,nM,Ki,9.12,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,COc1ccc(CC(=O)Nc2nnc(S(N)(=O)=O)s2)cc1,CHEMBL2402764
=,0.76,nM,Ki,9.12,,0,CHEMBL3876600,B,Inhibition of human recombinant carbonic anhydrase-2 using CO2 as substrate preincubated for 10 mins by stopped-flow CO2 hydrase assay,COc1ccc(OC)c([C@H]2[C@H](c3ccccc3)C(=O)N2c2ccc(S(N)(=O)=O)cc2)c1,CHEMBL3884793
=,0.77,nM,Ki,9.11,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,NS(=O)(=O)c1ccc(CNC(=O)Cc2ccccc2Br)cc1,CHEMBL2402757
=,0.77,nM,Ki,9.11,,0,CHEMBL3584204,B,Inhibition of carbonic anhydrase-2 (unknown origin) incubated for 15 mins prior to testing by stopped-flow CO2 hydration assay,Cc1ccc(NC(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1Cl,CHEMBL3582349
=,0.77,nM,Ki,9.11,,0,CHEMBL932208,B,Inhibition of human recombinant CA2 by CO2 hydration stopped flow assay,NS(=O)(=O)c1ccc(CCNC(=O)CN(CCN(CC(=O)O)CC(=O)NCCc2ccc(S(N)(=O)=O)cc2)CC(=O)O)cc1,CHEMBL34526
=,0.78,nM,Ki,9.11,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,COc1ccc(CC(=O)Nc2ccc(S(N)(=O)=O)cc2F)cc1,CHEMBL2402772
=,0.78,nM,Ki,9.11,,0,CHEMBL3830276,B,Inhibition of human CA2 preincubated for 15 mins by stopped flow CO2 hydration assay,NS(=O)(=O)c1ccc(CCn2c(S)nc3c(Cl)cccc3c2=O)cc1,CHEMBL3828598
=,0.79,nM,Ki,9.1,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,COc1ccc(CC(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL2402768
=,0.79,nM,Ki,9.1,,0,CHEMBL3766368,B,Inhibition of human carbonic anhydrase 2 incubated for 15 mins prior to testing by CO2 hydration-based stopped flow assay,NS(=O)(=O)c1ccc(-c2ccccc2)cc1,CHEMBL3764182
=,0.8,nM,Ki,9.1,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,NS(=O)(=O)c1ccc(NC(=O)Cc2ccccc2Br)c(Br)c1,CHEMBL2402753
=,0.8,nM,Ki,9.1,,0,CHEMBL3815664,B,Inhibition of human recombinant CA2 expressed in Escherichia coli preincubated for 15 mins by stopped-flow CO2 hydration assay,CC1(C)CC(=O)C2=C(C1)N(c1ccc(C(=O)Nc3nnc(S(N)(=O)=O)s3)cc1)C1=C(C(=O)CC(C)(C)C1)C2c1ccccc1,CHEMBL3814242
=,0.8,nM,Ki,9.1,,0,CHEMBL3879546,B,Inhibition of recombinant human carbonic anhydrase 2 assessed as reduction in CO2 hydration preincubated for 15 mins by stopped flow assay,Nc1onc(-c2ccc([N+](=O)[O-])cc2)c1C(=O)Nc1ccc(S(N)(=O)=O)cc1,CHEMBL3907577
=,0.8,nM,Ki,9.1,,0,CHEMBL657145,B,Inhibition constant (Ki) against human cloned carbonic anhydrase II (CAH),Nc1c(Cl)cc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1I,CHEMBL306832
=,0.8,nM,Ki,9.1,,0,CHEMBL657145,B,Inhibition constant (Ki) against human cloned carbonic anhydrase II (CAH),Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1F,CHEMBL68639
=,0.8,nM,Ki,9.1,,0,CHEMBL657151,B,Inhibitory activity against human isoenzyme Carbonic anhydrase II,O=S(=O)(NO)c1c(F)c(F)c(F)c(F)c1F,CHEMBL122925
=,0.8,nM,Ki,9.1,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,Cn1nc(S(N)(=O)=O)s/c1=N/C(=O)CN(CCOCCOCCN(CC(=O)O)CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C)CC(=O)O.[Zn],CHEMBL1795065
=,0.8,nM,Ki,9.1,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1nc2ccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)cc2s1,CHEMBL415466
=,0.8,nM,Ki,9.1,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1nc2ccc(OC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)cc2s1,CHEMBL34317
=,0.8,nM,Ki,9.1,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1nc2ccc(OCCOC(=O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O)cc2s1,CHEMBL286131
=,0.8,nM,Ki,9.1,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1nnc(NC(=O)CN(CCN(CC(=O)O)CC(=O)Nc2nnc(S(N)(=O)=O)s2)CC(=O)O)s1.[Zn],CHEMBL1795059
=,0.8,nM,Ki,9.1,,0,CHEMBL658043,B,Inhibitory activity against human recombinant carbonic anhydrase II (CA2),C[C@H](CCC(=O)Nc1ccc2nc(S(N)(=O)=O)sc2c1)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,CHEMBL3138424
=,0.8,nM,Ki,9.1,,0,CHEMBL658043,B,Inhibitory activity against human recombinant carbonic anhydrase II (CA2),C[C@H](CCC(=O)OCCOc1ccc2nc(S(N)(=O)=O)sc2c1)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,CHEMBL3138174
=,0.8,nM,Ki,9.1,,0,CHEMBL828781,B,Binding affinity towards human cloned carbonic anhydrase II,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(N/C(S)=N/CCN3CCOCC3)cc2)s1,CHEMBL365507
=,0.81,nM,Ki,9.09,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,COc1ccc(CC(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL1518649
=,0.81,nM,Ki,9.09,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,NS(=O)(=O)c1ccc(CNC(=O)Cc2ccc(Cl)cc2)cc1,CHEMBL2402756
=,0.82,nM,Ki,9.09,,0,CHEMBL4026022,B,Inhibition of recombinant human carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped flow CO2 hydration assay,NS(=O)(=O)c1cccc(-n2c(S)nc3c(Br)cccc3c2=O)c1,CHEMBL4077440
=,0.82,nM,Ki,9.09,,0,CHEMBL658944,B,The equilibrium dissociation constant of the inhibitor-enzyme complex of human carbonic anhydrase,CCN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl,CHEMBL1788291
=,0.83,nM,Ki,9.08,,0,CHEMBL3861906,B,Inhibition of human carbonic anhydrase 2 pre-incubated for 15 mins by stopped flow carbon dioxide hydrase assay,NS(=O)(=O)c1ccc(-n2cc(CNc3ccccc3)nn2)cc1,CHEMBL3908714
=,0.83,nM,Ki,9.08,,0,CHEMBL4047055,B,Inhibition of human recombinant carbonic anhydrase-2 preincubated for 10 mins by stopped-flow CO2 hydration assay,NS(=O)(=O)c1ccc(NC(=O)/C=C/c2ccccc2OC(F)F)cc1,CHEMBL4089760
=,0.84,nM,Ki,9.08,,0,CHEMBL3766368,B,Inhibition of human carbonic anhydrase 2 incubated for 15 mins prior to testing by CO2 hydration-based stopped flow assay,NS(=O)(=O)c1ccc(-c2cc3ccccc3s2)cc1,CHEMBL3763841
=,0.84,nM,Ki,9.08,,0,CHEMBL4015664,B,Inhibition of human carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped flow CO2 hydration assay,COc1cc2c(cc1OC)C(c1ccc(F)cc1)N(C(=O)c1ccc(S(N)(=O)=O)cc1)CC2,CHEMBL4071251
=,0.85,nM,Ki,9.07,,0,CHEMBL4136674,B,Inhibition of human carbonic anhydrase 2 incubated for 15 mins by stopped flow CO2 hydrase assay,NS(=O)(=O)c1ccc(-n2cc(Cn3ccc(=O)[nH]c3=O)nn2)cc1,CHEMBL4165727
=,0.86,nM,Ki,9.07,,0,CHEMBL3830276,B,Inhibition of human CA2 preincubated for 15 mins by stopped flow CO2 hydration assay,Cc1cc(C)c2nc(S)n(CCc3ccc(S(N)(=O)=O)cc3)c(=O)c2c1,CHEMBL3828605
=,0.87,nM,Ki,9.06,,0,CHEMBL3876600,B,Inhibition of human recombinant carbonic anhydrase-2 using CO2 as substrate preincubated for 10 mins by stopped-flow CO2 hydrase assay,COc1ccc([C@@H]2C(=O)N(c3ccc(S(N)(=O)=O)cc3)[C@H]2c2ccc(OC)c(OC)c2)cc1,CHEMBL3885230
=,0.88,nM,Ki,9.06,,0,CHEMBL2415309,B,Inhibition of human recombinant carbonic anhydrase 2 preincubated for 10 mins by CO2 hydration stopped-flow assay,COc1ccc(CC(=O)NCc2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL2402758
=,0.88,nM,Ki,9.06,,0,CHEMBL4035711,B,Non-competitive inhibition of carbonic anhydrase-2 in human erythrocyte membranes assessed as reduction in H+ release using CO2 as substrate by Lineweaver-Burk plot analysis,O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1,CHEMBL4073678
=,0.88,nM,Ki,9.06,,0,CHEMBL938998,B,Inhibition of human recombinant CA2 by stopped flow CO2 hydration assay,Cc1cc(C)[n+](NC(=O)c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2c(F)c(F)c(F)c(F)c2F)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],CHEMBL501294
=,0.89,nM,Ki,9.05,,0,CHEMBL3101837,B,Inhibition of human carbonic anhydrase 2 preincubated for 15 mins by stopped-flow CO2 hydration assay,CC(=N\NC(=O)c1cccs1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)N1CCCCC1,CHEMBL3098524
=,0.89,nM,Ki,9.05,,0,CHEMBL932208,B,Inhibition of human recombinant CA2 by CO2 hydration stopped flow assay,NS(=O)(=O)c1ccc(CNC(=O)CN(CCN(CC(=O)O)CC(=O)NCc2ccc(S(N)(=O)=O)cc2)CC(=O)O)cc1,CHEMBL285436
=,0.9,nM,Ki,9.05,,0,CHEMBL4010464,B,Inhibition of recombinant human Carbonic anhydrase 2 assessed as reduction in CO2 hydration preincubated for 15 mins prior to testing measured for 10 to 100 secs by stopped-flow assay,Cc1nc(N(C)C(=O)Cc2ccc(-c3ccccc3)cc2)sc1S(N)(=O)=O,CHEMBL4090611
=,0.9,nM,Ki,9.05,,0,CHEMBL657145,B,Inhibition constant (Ki) against human cloned carbonic anhydrase II (CAH),Nc1c(I)cc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1I,CHEMBL68506
=,0.9,nM,Ki,9.05,,0,CHEMBL657151,B,Inhibitory activity against human isoenzyme Carbonic anhydrase II,O=C(O)c1ccccc1S(=O)(=O)NO,CHEMBL333532
=,0.9,nM,Ki,9.05,,0,CHEMBL657194,B,Inhibition of human recombinant carbonic anhydrase II (CA2),NS(=O)(=O)c1nc2ccc(NS(=O)(=O)C(F)(F)F)cc2s1,CHEMBL141351
=,0.9,nM,Ki,9.05,,0,CHEMBL657194,B,Inhibition of human recombinant carbonic anhydrase II (CA2),NS(=O)(=O)c1nc2ccc(OS(=O)(=O)C(F)(F)F)cc2s1,CHEMBL344156
=,0.9,nM,Ki,9.05,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1nc2ccc(OC(=O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O)cc2s1,CHEMBL284500
=,0.9,nM,Ki,9.05,,0,CHEMBL658042,B,Inhibitory activity against Human carbonic anhydrase II,NS(=O)(=O)c1nnc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)s1,CHEMBL32606
=,0.9,nM,Ki,9.05,,0,CHEMBL658043,B,Inhibitory activity against human recombinant carbonic anhydrase II (CA2),C[C@H](CCC(=O)Nc1nnc(S(N)(=O)=O)s1)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL3138149
=,0.9,nM,Ki,9.05,,0,CHEMBL828781,B,Binding affinity towards human cloned carbonic anhydrase II,CN(C)CC/N=C(\S)Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1,CHEMBL362499
